county_code,district_code,school_code,educational_option,charter,low_grade,high_grade,enrollment,free_meal_count,f_percent,free_and_reduce_count,fr_percent
28,66266,6026983,Traditional,Y,K,6,698,281,0.403,367,0.526
28,66266,6027007,Traditional,N,K,5,120,22,0.183,30,0.25
28,66266,6058788,Traditional,N,6,8,1025,413,0.403,544,0.531
28,66266,6058796,Traditional,N,6,8,848,375,0.442,469,0.553
28,66266,6113302,Traditional,Y,6,8,365,73,0.2,104,0.285
28,66266,6115240,Traditional,N,6,8,1041,323,0.31,429,0.412
28,66282,6027015,Traditional,N,K,8,51,32,0.653,38,0.776
28,66290,1,N/A,N/A,,,3,2,0.667,2,0.667
28,66290,2837102,Traditional,N,9,12,475,85,0.189,141,0.314
28,66290,6027031,Traditional,N,6,8,272,73,0.268,91,0.335
28,66290,6027049,Traditional,N,3,5,238,96,0.403,112,0.471
28,66290,6117964,Traditional,N,K,2,242,59,0.253,66,0.283
29,10298,114314,Traditional,Y,9,12,92,40,0.449,51,0.573
29,10298,114322,Traditional,Y,K,8,301,98,0.333,138,0.469
29,10298,114330,Traditional,Y,K,8,407,138,0.343,203,0.505
29,10298,114975,Traditional,Y,K,8,125,51,0.408,52,0.416
29,10298,116681,County Community School,N,7,12,8,7,0.875,7,0.875
29,10298,116913,Juvenile Court School,N,6,12,11,11,1,11,1
29,10298,123539,County Community School,N,7,12,3,2,1,2,1
29,10298,126219,Traditional,Y,K,12,696,196,0.294,280,0.42
29,10298,126227,Traditional,Y,K,8,128,43,0.35,54,0.439
29,10298,130823,Traditional,Y,9,12,281,0,0,0,0
29,10298,2930147,Traditional,Y,9,12,1428,209,0.925,222,0.982
29,10298,6077226,Special Education School,N,K,12,40,19,0.475,20,0.5
29,66316,125013,Traditional,Y,K,8,49,13,0.265,14,0.286
29,66316,6027080,Traditional,N,K,8,129,47,0.367,54,0.422
29,66324,6027098,Traditional,N,K,8,144,45,0.317,50,0.352
29,66332,125955,Traditional,N,K,4,210,123,0.586,143,0.681
29,66332,6027122,Traditional,N,5,8,527,288,0.546,345,0.655
29,66332,6106157,Traditional,N,K,4,487,305,0.646,347,0.735
29,66332,6111140,Traditional,Y,K,8,521,84,0.162,121,0.234
29,66340,1,N/A,N/A,,,3,3,1,3,1
29,66340,6027148,Traditional,N,5,8,381,104,0.273,124,0.325
29,66340,6097315,Traditional,N,K,4,417,113,0.276,137,0.335
29,66340,6112593,Traditional,Y,K,8,73,10,0.137,10,0.137
29,66357,1,N/A,N/A,,,42,27,0.73,27,0.73
29,66357,112367,Alternative School of Choice,N,9,12,163,17,0.106,32,0.2
29,66357,124834,Traditional,Y,9,12,140,33,0.237,42,0.302
29,66357,2930030,Alternative School of Choice,N,9,12,69,18,0.3,20,0.333
29,66357,2930048,Traditional,N,9,12,696,109,0.164,150,0.226
29,66357,2930071,Continuation School,N,9,12,140,78,0.629,93,0.75
29,66357,2930089,Continuation School,N,9,12,44,16,0.457,17,0.486
29,66357,2935500,Traditional,N,9,12,1653,420,0.265,566,0.357
29,66373,6094981,Traditional,N,6,8,416,84,0.202,103,0.248
29,66373,6101018,Traditional,N,K,5,455,94,0.209,121,0.269
29,66373,6105811,Traditional,N,K,5,325,71,0.228,96,0.308
29,66407,128629,Traditional,N,7,8,123,25,0.203,31,0.252
29,66407,6027197,Traditional,Y,K,6,501,138,0.282,178,0.364
29,66415,6027205,Traditional,N,K,8,8,6,0.75,6,0.75
29,66415,6089403,Traditional,N,K,8,97,78,0.821,91,0.958
29,76877,6027171,Traditional,N,4,8,207,50,0.242,84,0.406
29,76877,6027189,Traditional,N,K,8,245,132,0.555,165,0.693
29,76877,6110746,Traditional,N,K,3,186,59,0.317,83,0.446
29,76877,6111371,Traditional,Y,K,12,45,23,0.548,25,0.595
30,10306,126037,Traditional,Y,9,12,376,203,0.54,271,0.721
30,10306,132613,Traditional,Y,6,8,161,131,0.814,146,0.907
30,10306,132910,Traditional,Y,9,12,16,0,0,0,0
30,10306,3030426,Juvenile Court School,N,K,12,409,264,0.79,268,0.802
30,10306,3030632,Opportunity School,N,K,12,1095,198,0.184,239,0.223
30,10306,3030764,County Community School,N,K,12,2576,1352,0.76,1450,0.815
30,10306,6069553,Special Education School,N,K,12,408,39,0.132,45,0.152
30,66423,1,N/A,N/A,,,12,4,0.333,4,0.333
30,66423,113712,Traditional,N,K,6,668,542,0.831,576,0.883
30,66423,121053,Traditional,N,K,6,1032,876,0.864,937,0.924
30,66423,131417,Traditional,Y,K,6,196,106,0.564,127,0.676
30,66423,6027221,Traditional,N,K,6,979,714,0.746,789,0.824
30,66423,6027239,Traditional,N,K,6,805,467,0.58,553,0.687
30,66423,6027247,Traditional,N,K,6,677,398,0.594,460,0.687
30,66423,6027254,Traditional,N,K,6,764,360,0.471,442,0.579
30,66423,6027262,Traditional,N,K,6,858,584,0.689,679,0.801
30,66423,6027270,Traditional,N,K,6,949,719,0.77,788,0.844
30,66423,6027288,Traditional,N,K,6,709,436,0.615,505,0.712
30,66423,6027312,Traditional,N,K,6,931,725,0.793,795,0.87
30,66423,6027320,Traditional,N,K,6,759,524,0.707,587,0.792
30,66423,6027338,Traditional,N,K,6,626,409,0.663,451,0.731
30,66423,6027346,Traditional,N,K,6,811,569,0.715,627,0.788
30,66423,6027353,Traditional,N,K,6,567,328,0.595,386,0.701
30,66423,6027361,Traditional,N,K,6,707,480,0.692,541,0.78
30,66423,6027379,Traditional,N,K,6,706,543,0.789,579,0.842
30,66423,6027387,Traditional,N,K,6,706,549,0.795,600,0.868
30,66423,6027395,Traditional,N,K,6,919,692,0.774,756,0.846
30,66423,6027403,Traditional,N,K,6,858,606,0.721,689,0.82
30,66423,6027411,Traditional,N,K,6,592,348,0.606,428,0.746
30,66423,6027429,Traditional,N,K,6,925,718,0.792,818,0.903
30,66423,6027437,Traditional,N,K,6,640,463,0.725,506,0.792
30,66423,6113393,Traditional,N,K,6,655,503,0.79,548,0.86
30,66423,6116123,Traditional,N,K,6,801,567,0.726,629,0.805
30,66431,1,N/A,N/A,,,23,4,0.235,5,0.294
30,66431,3030038,Traditional,N,9,12,2749,583,0.22,815,0.308
30,66431,3030228,Traditional,N,9,12,3164,2228,0.724,2583,0.84
30,66431,3030384,Alternative School of Choice,N,7,12,204,87,0.509,93,0.544
30,66431,3030616,Traditional,N,7,12,1208,278,0.232,418,0.348
30,66431,3032786,Continuation School,N,9,12,752,446,0.714,491,0.786
30,66431,3033057,Traditional,N,9,12,2619,1766,0.683,2080,0.805
30,66431,3033115,Traditional,N,9,12,2433,804,0.338,1078,0.453
30,66431,3033784,Traditional,N,9,12,2303,1408,0.625,1735,0.771
30,66431,3034204,Traditional,N,9,12,1815,1216,0.696,1373,0.786
30,66431,3036712,Traditional,N,9,12,2035,1266,0.641,1529,0.775
30,66431,3038239,Traditional,N,9,12,2125,1272,0.624,1484,0.728
30,66431,6058812,Traditional,N,7,8,1101,772,0.701,930,0.845
30,66431,6058820,Traditional,N,7,8,1188,914,0.769,1031,0.868
30,66431,6058861,Traditional,N,7,8,862,597,0.693,700,0.812
30,66431,6058887,Traditional,N,7,8,1542,1135,0.736,1330,0.863
30,66431,6058895,Traditional,N,7,8,1435,1096,0.764,1300,0.906
30,66431,6058903,Traditional,N,7,8,1108,383,0.346,518,0.468
30,66431,6061683,Traditional,N,7,8,1019,777,0.763,916,0.899
30,66431,6066815,Special Education School,N,7,Adult,233,45,0.352,61,0.477
30,66431,6085260,Traditional,N,7,8,1358,376,0.277,508,0.374
30,66449,1,N/A,N/A,,,21,0,0,0,0
30,66449,3030624,Continuation School,N,9,12,70,30,0.492,37,0.607
30,66449,3030640,Traditional,N,9,12,1872,299,0.164,405,0.223
30,66449,6027445,Traditional,N,K,6,503,139,0.285,169,0.346
30,66449,6027452,Traditional,N,K,6,329,155,0.495,199,0.636
30,66449,6027460,Traditional,N,K,6,569,76,0.134,112,0.197
30,66449,6027478,Traditional,N,K,6,583,81,0.139,105,0.18
30,66449,6058911,Traditional,N,7,8,858,194,0.226,256,0.298
30,66449,6068571,Traditional,N,K,6,458,79,0.179,115,0.261
30,66449,6101901,Traditional,N,K,6,593,100,0.173,123,0.213
30,66456,1,N/A,N/A,,,9,6,0.667,7,0.778
30,66456,6027486,Traditional,N,K,6,580,261,0.46,340,0.6
30,66456,6027494,Traditional,N,K,6,723,571,0.804,647,0.911
30,66456,6027510,Traditional,N,K,8,696,214,0.31,284,0.412
30,66456,6027536,Traditional,N,K,6,819,490,0.609,586,0.729
30,66456,6027551,Traditional,N,7,8,1016,621,0.611,769,0.757
30,66456,6027569,Traditional,N,K,6,549,402,0.744,482,0.893
30,66456,6027577,Traditional,N,K,6,477,339,0.717,401,0.848
30,66464,1,N/A,N/A,,,54,9,0.184,9,0.184
30,66464,100735,Traditional,N,K,5,652,46,0.071,51,0.078
30,66464,100883,Traditional,N,K,5,1100,51,0.046,69,0.063
30,66464,100891,Traditional,N,6,8,609,39,0.064,52,0.085
30,66464,100909,Traditional,N,K,5,848,61,0.072,76,0.09
30,66464,100917,Traditional,N,6,8,1510,68,0.045,84,0.056
30,66464,106765,Traditional,Y,K,12,2812,837,0.309,1043,0.386
30,66464,108704,Traditional,N,K,5,1195,34,0.028,36,0.03
30,66464,111914,Traditional,N,6,8,388,29,0.075,37,0.095
30,66464,112748,Alternative School of Choice,N,K,8,163,12,0.074,16,0.098
30,66464,113381,Traditional,N,9,12,2392,495,0.213,585,0.252
30,66464,115501,Traditional,N,6,8,236,69,0.292,76,0.322
30,66464,123729,Traditional,Y,K,8,573,13,0.023,13,0.023
30,66464,124131,Alternative School of Choice,N,9,12,176,12,0.07,13,0.076
30,66464,124743,Traditional,Y,K,8,878,49,0.056,94,0.108
30,66464,3030210,Traditional,N,9,12,2241,426,0.196,501,0.231
30,66464,3030574,Traditional,N,9,12,3068,279,0.093,349,0.116
30,66464,3030756,Traditional,N,9,12,2451,123,0.052,167,0.07
30,66464,3030798,Community Day School,N,7,12,13,8,0.667,8,0.667
30,66464,3035987,Continuation School,N,9,12,165,79,0.577,83,0.606
30,66464,3036001,Traditional,N,9,12,3024,479,0.165,585,0.201
30,66464,3038569,Traditional,N,9,12,2679,463,0.178,568,0.218
30,66464,6027585,Traditional,N,K,5,640,90,0.141,113,0.177
30,66464,6027593,Traditional,N,K,5,289,70,0.279,72,0.287
30,66464,6027601,Traditional,N,K,5,845,360,0.426,411,0.486
30,66464,6027627,Traditional,N,K,5,556,168,0.302,192,0.345
30,66464,6027635,Traditional,N,K,5,274,209,0.763,231,0.843
30,66464,6027643,Traditional,N,K,5,797,480,0.602,514,0.645
30,66464,6058929,Traditional,N,6,8,1378,725,0.526,813,0.59
30,66464,6068589,Traditional,N,K,5,440,209,0.475,246,0.559
30,66464,6089452,Traditional,N,K,5,591,65,0.11,75,0.127
30,66464,6094619,Traditional,N,K,5,377,154,0.41,172,0.457
30,66464,6095087,Traditional,N,K,5,673,76,0.116,96,0.147
30,66464,6095095,Traditional,N,6,8,1184,231,0.195,290,0.245
30,66464,6097398,Traditional,N,K,5,416,132,0.317,149,0.358
30,66464,6097406,Traditional,N,6,8,946,234,0.247,276,0.292
30,66464,6098495,Traditional,N,K,5,369,126,0.341,138,0.374
30,66464,6101125,Traditional,N,6,8,1223,180,0.147,224,0.183
30,66464,6106801,Traditional,N,K,5,646,89,0.138,98,0.152
30,66464,6106819,Traditional,N,K,5,641,35,0.056,39,0.062
30,66464,6108740,Traditional,N,K,5,616,91,0.152,110,0.184
30,66464,6109474,Traditional,N,K,5,508,40,0.081,49,0.099
30,66464,6110852,Traditional,N,K,5,605,47,0.078,71,0.117
30,66464,6111397,Traditional,N,6,8,1055,138,0.131,169,0.16
30,66464,6111793,Traditional,N,K,5,670,79,0.121,95,0.145
30,66464,6111801,Traditional,N,K,5,370,190,0.514,234,0.632
30,66464,6111819,Traditional,N,K,5,375,110,0.293,134,0.357
30,66464,6111827,Traditional,N,K,5,686,53,0.077,59,0.086
30,66464,6111835,Traditional,N,K,5,386,95,0.246,113,0.293
30,66464,6113344,Traditional,N,K,5,706,86,0.122,101,0.143
30,66464,6114516,Traditional,N,K,5,572,73,0.132,87,0.157
30,66464,6114524,Traditional,N,K,5,531,22,0.041,23,0.043
30,66464,6115406,Traditional,N,6,8,861,183,0.213,216,0.251
30,66464,6117634,Traditional,N,K,5,780,50,0.066,64,0.084
30,66464,6117642,Traditional,N,6,8,1225,116,0.095,156,0.127
30,66464,6117725,Traditional,N,6,8,1005,54,0.054,62,0.062
30,66464,6117733,Traditional,N,K,5,650,556,0.881,596,0.945
30,66464,6117741,Traditional,N,K,5,403,26,0.068,28,0.073
30,66464,6117758,Traditional,Y,K,8,424,32,0.077,55,0.133
30,66464,6117881,Special Education School,N,K,6,62,19,0.306,22,0.355
30,66464,6118947,Traditional,N,K,5,868,30,0.035,40,0.047
30,66464,6118954,Traditional,N,K,5,392,162,0.429,181,0.479
30,66464,6120281,Traditional,N,K,5,542,101,0.186,108,0.199
30,66464,6120356,Traditional,Y,K,12,74,11,0.208,22,0.415
30,66472,1,N/A,N/A,,,5,1,0.2,1,0.2
30,66472,6027668,Traditional,N,K,6,505,217,0.43,263,0.521
30,66472,6027676,Traditional,N,K,6,559,433,0.775,483,0.864
30,66472,6027684,Traditional,N,K,6,656,547,0.851,584,0.908
30,66472,6027692,Traditional,N,K,6,569,155,0.272,226,0.397
30,66472,6027700,Traditional,N,K,6,522,252,0.483,297,0.569
30,66472,6027734,Traditional,N,K,6,504,225,0.467,276,0.573
30,66472,6027742,Traditional,N,K,6,584,321,0.55,370,0.634
30,66472,6066823,Traditional,N,K,6,533,81,0.152,105,0.197
30,66480,1,N/A,N/A,,,4,1,0.25,1,0.25
30,66480,6027767,Traditional,N,K,6,728,195,0.268,264,0.363
30,66480,6027791,Traditional,N,K,6,559,273,0.506,336,0.622
30,66480,6027833,Traditional,N,K,6,682,172,0.253,208,0.305
30,66480,6027841,Traditional,N,K,6,733,186,0.254,241,0.329
30,66480,6027858,Traditional,N,K,6,731,58,0.081,75,0.105
30,66480,6027874,Traditional,N,K,6,505,173,0.357,209,0.432
30,66498,1,N/A,N/A,,,3,1,0.333,1,0.333
30,66498,6027916,Traditional,N,6,8,820,100,0.122,139,0.17
30,66498,6027924,Traditional,N,K,5,626,100,0.163,128,0.209
30,66498,6027973,Traditional,N,K,5,533,80,0.155,101,0.196
30,66498,6027999,Traditional,N,K,5,486,59,0.125,69,0.146
30,66498,6066922,Traditional,N,K,5,734,160,0.218,221,0.301
30,66498,6068605,Traditional,N,K,5,415,95,0.229,119,0.287
30,66498,6071096,Traditional,N,6,8,709,93,0.131,122,0.172
30,66498,6085278,Traditional,N,K,5,522,114,0.223,158,0.309
30,66498,6094627,Traditional,N,6,8,853,204,0.239,276,0.324
30,66498,6094635,Traditional,N,K,5,670,73,0.109,99,0.148
30,66506,1,N/A,N/A,,,4,0,0,0,0
30,66506,102582,Traditional,N,K,8,914,38,0.042,49,0.054
30,66506,6028005,Traditional,N,K,6,716,80,0.112,104,0.145
30,66506,6028013,Traditional,N,K,8,868,65,0.075,88,0.101
30,66506,6028021,Traditional,N,K,6,381,272,0.716,311,0.818
30,66506,6028039,Traditional,N,K,6,585,149,0.263,177,0.312
30,66506,6028054,Traditional,N,K,6,760,183,0.241,220,0.289
30,66506,6028062,Traditional,N,K,6,501,146,0.291,173,0.345
30,66506,6028070,Traditional,N,7,8,878,325,0.37,391,0.445
30,66506,6028088,Traditional,N,K,6,666,51,0.077,63,0.095
30,66506,6028104,Traditional,N,7,8,706,497,0.704,569,0.806
30,66506,6028112,Traditional,N,K,6,687,468,0.681,522,0.76
30,66506,6028120,Traditional,N,K,6,618,404,0.686,460,0.781
30,66506,6028138,Traditional,N,K,6,476,241,0.53,275,0.604
30,66506,6028146,Traditional,N,K,6,769,574,0.761,642,0.851
30,66506,6028153,Traditional,N,K,6,720,148,0.206,183,0.254
30,66506,6028161,Traditional,N,K,6,797,121,0.159,173,0.227
30,66506,6028179,Traditional,N,K,6,650,517,0.797,567,0.874
30,66506,6028195,Traditional,N,K,6,439,335,0.763,374,0.852
30,66506,6085286,Traditional,N,7,8,998,203,0.203,251,0.252
30,66506,6113617,Traditional,N,K,6,387,304,0.786,341,0.881
30,66514,1,N/A,N/A,,,24,9,0.45,9,0.45
30,66514,3030335,Alternative School of Choice,N,9,12,503,236,0.661,266,0.745
30,66514,3030855,Traditional,N,9,12,1913,1240,0.661,1503,0.801
30,66514,3032505,Traditional,N,9,12,2110,991,0.481,1189,0.577
30,66514,3033362,Traditional,N,9,12,2212,834,0.387,1024,0.475
30,66514,3033610,Continuation School,N,9,12,529,337,0.706,372,0.78
30,66514,3037090,Traditional,N,9,12,1882,696,0.377,860,0.465
30,66514,3037348,Traditional,N,9,12,2307,480,0.213,618,0.275
30,66514,3037496,Traditional,N,9,12,2755,427,0.159,571,0.212
30,66522,1,N/A,N/A,,,32,7,0.292,7,0.292
30,66522,3030103,Continuation School,N,7,12,367,220,0.649,239,0.705
30,66522,3030434,Traditional,N,9,12,1995,1125,0.574,1354,0.691
30,66522,3032752,Traditional,N,9,12,2454,1195,0.496,1460,0.606
30,66522,3033578,Traditional,N,9,12,2137,1000,0.476,1268,0.603
30,66522,3033933,Traditional,N,9,12,1816,1265,0.715,1462,0.827
30,66522,3035581,Traditional,N,9,12,1711,416,0.249,569,0.34
30,66522,3035706,Traditional,N,9,12,1793,1018,0.583,1186,0.68
30,66522,3036555,Traditional,N,9,12,2121,1433,0.692,1632,0.788
30,66522,6028211,Traditional,N,K,6,355,172,0.499,222,0.643
30,66522,6028229,Traditional,N,K,6,383,194,0.517,235,0.627
30,66522,6028237,Traditional,N,7,8,806,516,0.64,609,0.756
30,66522,6028252,Traditional,N,K,6,506,348,0.693,402,0.801
30,66522,6028260,Traditional,N,K,6,729,517,0.721,593,0.827
30,66522,6028278,Traditional,N,K,6,496,378,0.771,422,0.861
30,66522,6028294,Traditional,N,K,6,721,534,0.759,621,0.882
30,66522,6028302,Traditional,N,7,8,727,427,0.587,519,0.714
30,66522,6028310,Traditional,N,K,6,778,590,0.777,690,0.909
30,66522,6028328,Traditional,N,K,6,505,354,0.72,415,0.843
30,66522,6028336,Traditional,N,K,6,695,601,0.876,638,0.93
30,66522,6028344,Traditional,N,K,6,598,380,0.645,457,0.776
30,66522,6028369,Traditional,N,K,6,821,172,0.212,253,0.312
30,66522,6028377,Traditional,N,K,6,545,301,0.559,371,0.69
30,66522,6028385,Traditional,N,K,6,513,306,0.61,358,0.713
30,66522,6028393,Traditional,N,K,6,571,306,0.543,373,0.661
30,66522,6028401,Traditional,N,K,6,258,51,0.202,65,0.257
30,66522,6028419,Traditional,N,K,6,507,294,0.587,357,0.713
30,66522,6028427,Traditional,N,K,6,1008,188,0.188,257,0.257
30,66522,6028435,Traditional,N,K,6,529,274,0.523,335,0.639
30,66522,6028443,Traditional,N,P,6,539,429,0.814,473,0.898
30,66522,6028450,Traditional,N,7,8,695,141,0.203,182,0.262
30,66522,6028468,Traditional,N,7,8,574,396,0.69,462,0.805
30,66522,6028476,Traditional,N,7,8,846,525,0.621,631,0.746
30,66522,6028500,Traditional,N,K,6,517,124,0.242,165,0.322
30,66522,6028518,Traditional,N,K,6,454,296,0.655,337,0.746
30,66522,6028526,Traditional,N,K,6,424,224,0.538,266,0.639
30,66522,6028534,Traditional,N,7,8,642,363,0.565,447,0.696
30,66522,6028542,Traditional,N,K,6,643,449,0.709,518,0.818
30,66522,6028559,Traditional,N,7,8,792,595,0.751,678,0.856
30,66522,6028575,Traditional,N,K,6,457,375,0.833,409,0.909
30,66522,6028583,Traditional,N,K,6,290,180,0.629,215,0.752
30,66522,6028609,Traditional,N,K,6,434,55,0.129,75,0.175
30,66522,6028625,Traditional,N,7,8,557,285,0.512,362,0.65
30,66522,6028633,Special Education School,N,K,6,75,22,0.458,29,0.604
30,66522,6028641,Traditional,N,K,6,374,227,0.614,266,0.719
30,66522,6028658,Traditional,N,K,6,446,297,0.675,354,0.805
30,66522,6028666,Traditional,N,K,6,512,289,0.573,359,0.712
30,66522,6028674,Traditional,N,K,6,436,291,0.68,356,0.832
30,66522,6028682,Traditional,N,K,6,1228,793,0.654,914,0.754
30,66522,6028690,Traditional,N,K,6,500,236,0.481,322,0.656
30,66522,6028708,Traditional,N,K,6,535,292,0.558,343,0.656
30,66522,6028716,Traditional,N,K,6,597,464,0.799,519,0.893
30,66522,6028724,Traditional,N,K,6,566,389,0.701,449,0.809
30,66522,6028732,Traditional,N,K,6,501,340,0.688,408,0.826
30,66522,6028740,Traditional,N,7,8,818,367,0.449,480,0.587
30,66522,6028765,Traditional,N,K,6,556,309,0.562,383,0.696
30,66522,6028773,Traditional,N,7,8,685,514,0.75,584,0.853
30,66522,6028781,Traditional,N,K,6,694,330,0.48,407,0.592
30,66522,6028799,Traditional,N,K,6,464,257,0.556,318,0.688
30,66522,6028807,Traditional,N,K,6,486,268,0.559,320,0.668
30,66522,6028815,Traditional,N,K,6,341,228,0.679,269,0.801
30,66522,6028823,Traditional,N,K,6,435,321,0.759,363,0.858
30,66522,6085294,Traditional,N,K,6,580,311,0.543,396,0.691
30,66522,6104129,Special Education School,N,9,12,82,0,0,0,0
30,66530,1,N/A,N/A,,,6,2,0.333,2,0.333
30,66530,6028831,Traditional,N,K,5,844,141,0.167,179,0.212
30,66530,6028849,Traditional,N,6,8,1284,222,0.173,278,0.217
30,66530,6028864,Traditional,N,K,5,611,67,0.11,77,0.126
30,66530,6028872,Traditional,N,K,5,705,146,0.207,163,0.231
30,66530,6028880,Traditional,N,K,5,430,195,0.503,222,0.572
30,66530,6089072,Traditional,N,6,8,1173,101,0.086,123,0.105
30,66530,6094643,Traditional,N,K,5,668,49,0.073,57,0.085
30,66530,6095111,Traditional,N,K,5,559,51,0.091,61,0.109
30,66530,6116065,Traditional,N,K,5,728,24,0.033,32,0.044
30,66548,1,N/A,N/A,,,17,2,0.143,2,0.143
30,66548,3030145,Traditional,N,9,12,1498,690,0.484,787,0.552
30,66548,3030368,Alternative School of Choice,N,9,12,208,17,0.137,20,0.161
30,66548,3031895,Traditional,N,9,12,2528,209,0.089,257,0.11
30,66548,3032158,Traditional,N,9,12,3558,745,0.213,933,0.267
30,66548,3032943,Traditional,N,9,12,2954,324,0.113,390,0.136
30,66548,3034410,Traditional,N,9,12,2408,360,0.155,439,0.189
30,66548,3038445,Traditional,N,9,12,2622,1679,0.656,1992,0.778
30,66548,3038551,Continuation School,N,9,12,255,85,0.405,96,0.457
30,66555,1,N/A,N/A,,,8,1,0.125,1,0.125
30,66555,3033206,Traditional,N,9,12,1103,70,0.066,80,0.075
30,66555,6028906,Traditional,N,K,5,558,75,0.138,83,0.153
30,66555,6028914,Traditional,N,6,8,721,58,0.08,68,0.094
30,66555,6028922,Traditional,N,K,5,639,23,0.036,31,0.049
30,66563,1,N/A,N/A,,,9,4,0.444,5,0.556
30,66563,6028930,Traditional,N,K,2,387,260,0.681,295,0.772
30,66563,6028948,Traditional,N,K,2,394,280,0.724,318,0.822
30,66563,6028955,Traditional,N,6,8,823,500,0.608,591,0.718
30,66563,6028963,Traditional,N,K,2,434,243,0.574,290,0.686
30,66563,6028971,Traditional,N,K,2,417,273,0.683,322,0.805
30,66563,6028989,Traditional,N,3,5,503,345,0.686,399,0.793
30,66563,6028997,Traditional,N,3,5,536,327,0.61,388,0.724
30,66563,6029029,Traditional,N,3,5,553,395,0.714,457,0.826
30,66563,6029037,Traditional,N,6,8,857,517,0.603,604,0.705
30,66589,6029110,Traditional,N,K,6,648,521,0.822,571,0.901
30,66589,6029128,Traditional,N,K,6,687,501,0.767,556,0.851
30,66589,6029136,Traditional,N,K,6,656,518,0.803,560,0.868
30,66589,6029144,Traditional,N,K,6,819,651,0.815,720,0.901
30,66589,6029151,Traditional,N,K,6,704,505,0.731,567,0.821
30,66589,6029169,Traditional,N,K,6,806,614,0.778,693,0.878
30,66589,6029177,Traditional,N,K,6,678,412,0.608,486,0.717
30,66589,6029185,Traditional,N,K,6,749,647,0.885,685,0.937
30,66589,6029193,Traditional,N,K,6,671,459,0.684,523,0.779
30,66597,1,N/A,N/A,,,10,1,0.111,1,0.111
30,66597,111666,Alternative School of Choice,N,9,12,260,143,0.565,178,0.704
30,66597,3030186,Alternative School of Choice,N,9,12,72,16,0.258,19,0.306
30,66597,3031697,Traditional,N,7,12,2580,137,0.055,166,0.066
30,66597,3031853,Traditional,N,7,12,1814,958,0.54,1182,0.666
30,66597,3032000,Traditional,N,9,12,1224,708,0.625,818,0.722
30,66597,3034907,Continuation School,N,9,12,211,125,0.665,139,0.739
30,66597,3035045,Traditional,N,9,12,2349,691,0.305,793,0.349
30,66597,6029219,Traditional,N,K,6,561,61,0.11,76,0.137
30,66597,6029227,Traditional,N,P,6,423,302,0.726,340,0.817
30,66597,6029268,Traditional,N,K,6,411,140,0.35,177,0.443
30,66597,6029284,Traditional,N,7,8,651,461,0.708,550,0.845
30,66597,6029300,Traditional,N,P,6,563,403,0.721,480,0.859
30,66597,6029326,Traditional,N,P,6,492,412,0.846,459,0.943
30,66597,6029334,Traditional,N,P,6,428,24,0.057,24,0.057
30,66597,6029359,Traditional,N,3,6,707,188,0.266,229,0.324
30,66597,6029367,Traditional,N,7,8,1190,406,0.341,475,0.399
30,66597,6029375,Traditional,N,P,6,419,228,0.553,281,0.682
30,66597,6029391,Traditional,N,P,6,768,90,0.119,108,0.142
30,66597,6029409,Traditional,N,P,6,572,92,0.161,134,0.234
30,66597,6029433,Traditional,N,P,6,486,62,0.129,72,0.15
30,66597,6029441,Traditional,N,K,6,677,170,0.253,198,0.295
30,66597,6029458,Traditional,N,P,6,441,242,0.558,313,0.721
30,66597,6029466,Traditional,N,P,6,508,397,0.802,451,0.911
30,66597,6029482,Traditional,N,P,6,501,320,0.646,381,0.77
30,66597,6029490,Traditional,N,P,6,363,205,0.577,232,0.654
30,66597,6029516,Traditional,N,P,6,718,608,0.854,670,0.941
30,66597,6029524,Traditional,N,P,6,477,378,0.815,432,0.931
30,66597,6068399,Traditional,N,K,6,404,40,0.101,59,0.149
30,66597,6089460,Traditional,N,K,6,371,11,0.03,15,0.041
30,66597,6107833,Traditional,N,P,2,536,116,0.226,136,0.265
30,66597,6118236,Traditional,N,P,6,549,21,0.038,22,0.04
30,66613,1,N/A,N/A,,,4,0,0,0,0
30,66613,6029540,Traditional,N,K,5,677,104,0.157,124,0.187
30,66613,6029557,Traditional,N,K,5,438,204,0.478,235,0.55
30,66613,6029581,Traditional,N,K,5,774,152,0.201,174,0.23
30,66613,6029607,Traditional,N,K,5,625,76,0.125,97,0.16
30,66613,6029615,Traditional,N,K,5,246,132,0.537,156,0.634
30,66613,6029631,Traditional,N,6,8,796,218,0.274,245,0.308
30,66613,6029656,Traditional,N,K,5,668,614,0.93,640,0.97
30,66613,6029698,Traditional,N,6,8,786,253,0.322,300,0.382
30,66613,6029706,Traditional,N,K,5,571,207,0.371,259,0.464
30,66613,6029714,Traditional,N,K,5,279,160,0.602,182,0.684
30,66613,6029722,Traditional,N,K,5,553,95,0.175,114,0.21
30,66613,6029730,Traditional,N,K,5,342,202,0.591,237,0.693
30,66613,6066849,Traditional,N,6,8,821,168,0.205,201,0.245
30,66613,6068613,Traditional,N,6,8,667,366,0.549,420,0.63
30,66613,6071104,Traditional,N,K,5,478,174,0.364,207,0.433
30,66621,1,N/A,N/A,,,45,5,0.128,5,0.128
30,66621,114769,Community Day School,N,7,12,35,19,0.594,21,0.656
30,66621,118174,Alternative School of Choice,N,K,12,73,10,0.147,10,0.147
30,66621,3030046,Traditional,N,9,12,2345,187,0.082,239,0.105
30,66621,3031952,Traditional,N,9,12,2086,747,0.37,861,0.426
